Evento,Fecha,Hora UTC,Hora Local(*),Latitud,Longitud,Profundidad(km),Magnitud,Tipo Mag.,Int. max.,Localizacion
es2021veazu,28/10/2021,23:45:00,00:45:00,28.5602,-17.8413,11,2.6,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vebax,28/10/2021,23:46:13,00:46:13,28.5599,-17.8562,11,2.9,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vebkl,28/10/2021,23:57:20,00:57:20,28.5633,-17.8383,11,2.7,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vebxe,29/10/2021,00:12:09,01:12:09,28.5577,-17.8288,11,2.7,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vebyg,29/10/2021,00:13:26,01:13:26,28.5630,-17.8281,11,3.1,mbLg,,SW VILLA DE MAZO.ILP
es2021vecfx,29/10/2021,00:22:22,01:22:22,28.5612,-17.8211,12,2.8,mbLg,,SW VILLA DE MAZO.ILP
es2021vdpii,28/10/2021,17:51:12,18:51:12,28.5605,-17.8394,13,3.7,mbLg,IV,NE FUENCALIENTE DE LA PALMA.IL
es2021vdpvc,28/10/2021,18:06:05,19:06:05,28.5632,-17.8455,11,2.8,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vdpym,28/10/2021,18:10:02,19:10:02,28.5671,-17.8327,10,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021vdqcj,28/10/2021,18:14:32,19:14:32,28.5666,-17.8371,12,3.2,mbLg,,SW VILLA DE MAZO.ILP
es2021vdqef,28/10/2021,18:16:40,19:16:40,28.5626,-17.8391,13,2.8,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vdqlz,28/10/2021,18:25:44,19:25:44,28.5612,-17.8357,13,2.8,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021veddg,29/10/2021,00:54:03,02:54:03,35.4879,-3.7593,,2.6,mbLg,,ALBORÁN SUR
es2021vedjl,29/10/2021,00:56:46,01:56:46,28.5654,-17.8217,13,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021vedro,29/10/2021,01:06:14,02:06:14,28.5689,-17.8343,13,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021veduv,29/10/2021,01:10:04,02:10:04,28.5687,-17.8469,10,2.8,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vedxx,29/10/2021,01:13:37,02:13:37,28.5503,-17.8404,13,3.2,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021veebq,29/10/2021,01:17:59,02:17:59,28.5603,-17.8434,11,2.6,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021veeed,29/10/2021,01:20:55,02:20:55,28.5708,-17.8218,13,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021veefw,29/10/2021,01:22:54,02:22:54,28.5596,-17.8440,14,2.9,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021veens,29/10/2021,01:32:05,02:32:05,28.5587,-17.8250,12,2.6,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021veert,29/10/2021,01:37:12,02:37:12,28.5619,-17.8236,10,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021veeum,29/10/2021,01:39:58,02:39:58,28.5559,-17.8446,11,2.6,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021veewi,29/10/2021,01:42:04,03:42:04,35.6502,-3.5666,,2.5,mbLg,,ALBORÁN SUR
es2021vefmh,29/10/2021,02:00:44,03:00:44,28.5433,-17.8391,15,2.7,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vefru,29/10/2021,02:07:07,03:07:07,28.5492,-17.8281,14,3.1,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021veftz,29/10/2021,02:09:41,03:09:41,28.5585,-17.8235,11,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021vefvp,29/10/2021,02:11:48,03:11:48,28.5655,-17.8152,11,2.6,mbLg,,SW VILLA DE MAZO.ILP
es2021vefzj,29/10/2021,02:15:58,03:15:58,28.5604,-17.8348,11,2.6,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vegaj,29/10/2021,02:17:07,03:17:07,28.5617,-17.8537,11,2.8,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021veghe,29/10/2021,02:29:11,04:29:11,35.4499,-3.7241,,2.7,mbLg,,ALBORÁN SUR
es2021vegng,29/10/2021,02:32:07,03:32:07,28.5670,-17.8295,13,2.8,mbLg,,SW VILLA DE MAZO.ILP
es2021vegpr,29/10/2021,02:34:58,03:34:58,28.5625,-17.8204,11,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021vegqs,29/10/2021,02:36:11,03:36:11,28.5507,-17.8359,14,2.8,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vegry,29/10/2021,02:37:35,03:37:35,28.5604,-17.8286,11,2.4,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vehau,29/10/2021,02:47:55,03:47:55,28.5540,-17.8352,13,3.4,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vehdf,29/10/2021,02:50:45,03:50:45,28.5512,-17.8261,14,3.4,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vehnf,29/10/2021,03:02:25,04:02:25,28.5632,-17.8346,11,2.7,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vehwo,29/10/2021,03:13:19,04:13:19,28.5590,-17.8462,14,3.3,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021veiox,29/10/2021,03:34:44,04:34:44,28.5641,-17.8479,11,2.6,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021veizr,29/10/2021,03:47:14,05:47:14,35.4838,-3.5810,29,2.3,mbLg,,ALBORÁN SUR
es2021vejgi,29/10/2021,03:54:59,04:54:59,28.5726,-17.8120,11,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021vejtq,29/10/2021,04:10:31,05:10:31,28.5543,-17.8331,12,2.5,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vejzj,29/10/2021,04:17:11,05:17:11,28.5559,-17.8963,7,2.9,mbLg,,NW FUENCALIENTE DE LA PALMA.IL
es2021vekbq,29/10/2021,04:19:51,05:19:51,28.5670,-17.8298,12,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021vekct,29/10/2021,04:21:58,05:21:58,28.5519,-17.8370,12,3.0,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vekgi,29/10/2021,04:25:17,06:25:17,35.4743,-3.7437,,2.4,mbLg,,ALBORÁN SUR
es2021vekis,29/10/2021,04:28:04,05:28:04,28.5649,-17.8539,12,2.5,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vekmg,29/10/2021,04:32:11,06:32:11,44.1478,-7.7683,,4.2,Mw,IV,CANTÁBRICO
es2021vekuw,29/10/2021,04:42:14,06:42:14,35.4973,-3.6486,22,2.0,mbLg,,ALBORÁN SUR
es2021vekvk,29/10/2021,04:42:53,05:42:53,28.5619,-17.8347,11,3.3,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vekwy,29/10/2021,04:44:41,05:44:41,28.5780,-17.8066,12,2.5,mbLg,,SW VILLA DE MAZO.ILP
es2021vekxu,29/10/2021,04:45:38,05:45:38,28.5617,-17.8061,14,2.8,mbLg,,SW VILLA DE MAZO.ILP
es2021velei,29/10/2021,04:53:56,05:53:56,28.5606,-17.8432,13,3.3,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021velgq,29/10/2021,04:56:00,06:56:00,44.0736,-7.7137,4,2.3,mbLg,,CANTÁBRICO
es2021velic,29/10/2021,04:57:40,05:57:40,28.5575,-17.8151,16,2.5,mbLg,,SW VILLA DE MAZO.ILP
es2021vecis,29/10/2021,00:25:39,01:25:39,28.5631,-17.8283,11,2.8,mbLg,,SW VILLA DE MAZO.ILP
es2021vecng,29/10/2021,00:31:00,01:31:00,28.5640,-17.8239,11,3.6,mbLg,III-IV,SW VILLA DE MAZO.ILP
es2021vecws,29/10/2021,00:41:56,01:41:56,28.5726,-17.8230,13,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021vedaa,29/10/2021,00:46:30,01:46:30,28.5600,-17.8587,12,3.3,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vedcv,29/10/2021,00:49:05,01:49:05,28.5619,-17.8318,11,2.8,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vedgl,29/10/2021,00:53:42,01:53:42,28.5622,-17.8413,11,2.8,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vemty,29/10/2021,05:41:49,06:41:49,28.5583,-17.8254,13,3.0,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vemyv,29/10/2021,05:47:30,06:47:30,28.5591,-17.8394,14,2.7,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021veneu,29/10/2021,05:54:26,06:54:26,28.5600,-17.8090,11,2.5,mbLg,,SW VILLA DE MAZO.ILP
es2021venhj,29/10/2021,05:57:26,06:57:26,28.5637,-17.8376,10,3.4,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021venip,29/10/2021,05:58:52,06:58:52,28.5582,-17.8395,10,2.4,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vensq,29/10/2021,06:10:36,07:10:36,28.5785,-17.8372,11,2.6,mbLg,,SW VILLA DE MAZO.ILP
es2021ventg,29/10/2021,06:11:19,08:11:19,33.1810,-5.2280,2,3.3,M(mb),,S AZROU.MAC
es2021ventz,29/10/2021,06:12:08,07:12:08,28.5671,-17.8296,11,2.9,mbLg,,SW VILLA DE MAZO.ILP
es2021venxp,29/10/2021,06:16:24,07:16:24,28.5655,-17.8218,13,2.8,mbLg,,SW VILLA DE MAZO.ILP
es2021venzn,29/10/2021,06:18:34,07:18:34,28.5548,-17.8174,15,2.8,mbLg,,SW VILLA DE MAZO.ILP
es2021veoll,29/10/2021,06:32:28,07:32:28,28.5630,-17.8386,13,3.1,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021veomt,29/10/2021,06:34:01,07:34:01,28.5648,-17.8417,11,3.4,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021veooj,29/10/2021,06:36:08,07:36:08,28.5588,-17.8441,11,2.8,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021veorn,29/10/2021,06:39:36,07:39:36,28.5581,-17.8280,11,2.3,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021veoxu,29/10/2021,06:46:54,07:46:54,28.5646,-17.8523,10,2.4,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vepcs,29/10/2021,06:52:38,07:52:38,28.5645,-17.8382,11,2.7,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vephj,29/10/2021,06:58:03,07:58:03,28.5643,-17.8603,10,2.6,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vepls,29/10/2021,07:03:09,08:03:09,28.5510,-17.8217,13,2.9,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021veqcn,29/10/2021,07:22:43,08:22:43,28.5640,-17.8499,10,2.8,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021veqem,29/10/2021,07:25:12,08:25:12,28.5616,-17.8347,10,2.9,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021veqik,29/10/2021,07:29:34,08:29:34,28.5757,-17.8314,10,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021veqra,29/10/2021,07:39:37,08:39:37,28.5581,-17.8349,12,2.4,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021veqwl,29/10/2021,07:46:17,08:46:17,28.5303,-17.8636,17,3.4,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021veqza,29/10/2021,07:48:57,09:48:57,36.3068,-7.4624,10,2.2,mbLg,,GOLFO DE CÁDIZ
es2021vercb,29/10/2021,07:52:29,08:52:29,28.5692,-17.8387,11,2.9,mbLg,,SW VILLA DE MAZO.ILP
es2021vercj,29/10/2021,07:52:49,08:52:49,28.5534,-17.8456,15,2.9,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vercq,29/10/2021,07:53:08,08:53:08,28.5610,-17.8283,14,2.5,mbLg,,SW VILLA DE MAZO.ILP
es2021verct,29/10/2021,07:53:17,08:53:17,28.5634,-17.8270,14,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021vernc,29/10/2021,08:05:20,09:05:20,28.5557,-17.8298,10,2.6,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021verrb,29/10/2021,08:09:58,09:09:58,28.5583,-17.8413,10,2.5,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021verse,29/10/2021,08:11:15,10:11:15,38.0819,-8.5800,2,2.4,mbLg,,S GRANDOLA.POR
es2021versm,29/10/2021,08:11:37,09:11:37,28.5528,-17.8696,15,2.8,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021verwi,29/10/2021,08:16:07,09:16:07,28.5743,-17.8498,13,2.7,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vesab,29/10/2021,08:20:27,09:20:27,28.5658,-17.8601,10,2.7,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vesde,29/10/2021,08:24:07,10:24:07,44.0401,-7.7566,10,2.5,mbLg,,CANTÁBRICO
es2021vesdt,29/10/2021,08:24:47,09:24:47,28.5754,-17.8559,10,3.3,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vesfg,29/10/2021,08:26:31,09:26:31,28.5668,-17.8357,10,2.8,mbLg,,SW VILLA DE MAZO.ILP
es2021veska,29/10/2021,08:32:02,09:32:02,28.5798,-17.8482,10,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021veslh,29/10/2021,08:33:35,09:33:35,28.5656,-17.8487,10,3.4,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vespk,29/10/2021,08:38:19,09:38:19,28.5726,-17.8373,10,3.7,mbLg,IV,SW VILLA DE MAZO.ILP
es2021vesqo,29/10/2021,08:39:53,09:39:53,28.5703,-17.8475,10,3.2,mbLg,III,N FUENCALIENTE DE LA PALMA.ILP
es2021vestd,29/10/2021,08:42:41,10:42:41,44.0812,-7.7342,4,2.7,mbLg,,CANTÁBRICO
es2021vesxm,29/10/2021,08:47:58,09:47:58,28.5634,-17.8343,11,3.3,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vesze,29/10/2021,08:49:43,09:49:43,28.6521,-17.8102,13,2.5,mbLg,,SW BREÑA ALTA.ILP
es2021veljm,29/10/2021,04:59:17,05:59:17,28.5627,-17.8304,10,3.1,mbLg,II,SW VILLA DE MAZO.ILP
es2021velno,29/10/2021,05:04:15,06:04:15,28.5697,-17.8271,14,3.2,mbLg,,SW VILLA DE MAZO.ILP
es2021velpg,29/10/2021,05:06:01,07:06:01,35.4833,-3.6984,18,2.0,mbLg,,ALBORÁN SUR
es2021velxc,29/10/2021,05:15:08,06:15:08,28.5428,-17.8396,16,2.7,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vemhf,29/10/2021,05:27:10,06:27:10,28.5636,-17.8356,10,2.7,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vemiz,29/10/2021,05:29:02,06:29:02,28.5604,-17.8432,10,2.6,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vemty,29/10/2021,05:41:49,06:41:49,28.5583,-17.8254,13,3.0,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vemyv,29/10/2021,05:47:30,06:47:30,28.5591,-17.8394,14,2.7,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021veneu,29/10/2021,05:54:26,06:54:26,28.5600,-17.8090,11,2.5,mbLg,,SW VILLA DE MAZO.ILP
es2021venhj,29/10/2021,05:57:26,06:57:26,28.5637,-17.8376,10,3.4,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021venip,29/10/2021,05:58:52,06:58:52,28.5582,-17.8395,10,2.4,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vensq,29/10/2021,06:10:36,07:10:36,28.5785,-17.8315,12,2.6,mbLg,,SW VILLA DE MAZO.ILP
es2021vewaj,29/10/2021,10:22:02,11:22:02,28.5687,-17.8518,11,2.7,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vewfp,29/10/2021,10:28:09,11:28:09,28.5679,-17.8412,11,2.7,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vewnu,29/10/2021,10:37:43,11:37:43,28.5695,-17.8253,11,2.9,mbLg,,SW VILLA DE MAZO.ILP
es2021vexfu,29/10/2021,10:58:40,12:58:40,35.4591,-3.7641,6,2.1,mbLg,,ALBORÁN SUR
es2021vexjn,29/10/2021,11:03:01,13:03:01,44.1027,-7.7460,6,2.5,mbLg,,CANTÁBRICO
es2021vexmz,29/10/2021,11:07:03,12:07:03,28.5677,-17.8410,11,3.1,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vexrv,29/10/2021,11:12:42,12:12:42,28.5606,-17.8409,10,3.2,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vexxd,29/10/2021,11:18:55,12:18:55,28.5799,-17.8461,10,2.8,mbLg,,SW VILLA DE MAZO.ILP
es2021veyhn,29/10/2021,11:31:00,12:31:00,28.5683,-17.8180,10,2.6,mbLg,,SW VILLA DE MAZO.ILP
es2021veyob,29/10/2021,11:38:34,13:38:34,35.4291,-3.6874,,2.6,mbLg,,ALBORÁN SUR
es2021vezbb,29/10/2021,11:53:47,12:53:47,28.5734,-17.8284,10,2.6,mbLg,,SW VILLA DE MAZO.ILP
es2021vezdf,29/10/2021,11:56:15,12:56:15,28.5516,-17.8406,14,3.0,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vezgx,29/10/2021,12:00:35,13:00:35,28.5671,-17.8451,11,2.7,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vezxd,29/10/2021,12:19:29,13:19:29,28.5500,-17.8390,12,3.1,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vezzp,29/10/2021,12:22:22,13:22:22,28.5630,-17.8303,15,2.9,mbLg,,SW VILLA DE MAZO.ILP
es2021vfacf,29/10/2021,12:25:25,13:25:25,28.5609,-17.8466,12,3.1,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vfadn,29/10/2021,12:27:09,13:27:09,28.5647,-17.8302,11,3.1,mbLg,,SW VILLA DE MAZO.ILP
es2021vfafd,29/10/2021,12:28:47,13:28:47,28.5612,-17.8198,13,2.8,mbLg,,SW VILLA DE MAZO.ILP
es2021vfaxu,29/10/2021,12:50:34,13:50:34,28.5644,-17.8331,12,2.6,mbLg,,SW VILLA DE MAZO.ILP
es2021vfbcj,29/10/2021,12:55:56,13:55:56,28.5662,-17.8267,13,2.9,mbLg,,SW VILLA DE MAZO.ILP
es2021vfbpz,29/10/2021,13:11:48,14:11:48,28.5699,-17.8241,11,2.8,mbLg,,SW VILLA DE MAZO.ILP
es2021vfbrh,29/10/2021,13:13:20,14:13:20,28.5610,-17.8419,14,3.0,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vfcbe,29/10/2021,13:25:13,14:25:13,28.5650,-17.8274,12,3.0,mbLg,,SW VILLA DE MAZO.ILP
es2021vfceg,29/10/2021,13:28:26,14:28:26,28.5673,-17.8305,11,3.1,mbLg,,SW VILLA DE MAZO.ILP
es2021vfchw,29/10/2021,13:32:39,14:32:39,28.5664,-17.8457,10,2.9,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vfcov,29/10/2021,13:40:48,14:40:48,28.5696,-17.8349,11,2.8,mbLg,,SW VILLA DE MAZO.ILP
es2021vfcqz,29/10/2021,13:43:14,14:43:14,28.5546,-17.8451,11,3.0,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vfctf,29/10/2021,13:45:52,15:45:52,37.1231,-3.4877,,2.1,mbLg,,SE PINOS GENIL.GR
es2021vfdcg,29/10/2021,13:56:24,14:56:24,28.5624,-17.8379,12,3.1,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vfduv,29/10/2021,14:18:15,15:18:15,28.5673,-17.8302,11,3.0,mbLg,,SW VILLA DE MAZO.ILP
es2021vfeih,29/10/2021,14:33:45,15:33:45,28.5613,-17.8539,11,3.3,mbLg,II-III,N FUENCALIENTE DE LA PALMA.ILP
es2021vfekj,29/10/2021,14:36:10,15:36:10,28.5627,-17.8480,11,2.8,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vfepo,29/10/2021,14:42:13,15:42:13,28.5609,-17.8312,11,3.2,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vfexr,29/10/2021,14:51:40,15:51:40,28.5709,-17.8267,11,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021vffpe,29/10/2021,15:12:05,16:12:05,28.5548,-17.8411,14,3.2,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vffqx,29/10/2021,15:14:06,17:14:06,35.4608,-3.6391,14,2.5,mbLg,,ALBORÁN SUR
es2021vffsb,29/10/2021,15:15:29,16:15:29,28.5631,-17.8344,10,2.9,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vffzu,29/10/2021,15:24:26,16:24:26,28.5723,-17.8363,10,2.5,mbLg,,SW VILLA DE MAZO.ILP
es2021vetct,29/10/2021,08:53:57,09:53:57,28.5556,-17.8323,13,3.0,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vetmk,29/10/2021,09:05:42,10:05:42,28.5720,-17.8202,10,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021vetuh,29/10/2021,09:14:20,10:14:20,28.5725,-17.8342,10,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021vetvz,29/10/2021,09:16:19,10:16:19,28.5602,-17.8397,12,3.0,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021veuch,29/10/2021,09:23:40,10:23:40,28.5602,-17.8297,13,3.0,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021veugp,29/10/2021,09:28:40,10:28:40,28.5625,-17.8327,13,2.7,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021veukr,29/10/2021,09:33:27,10:33:27,28.5524,-17.8392,14,3.1,mbLg,,ALBORÁN SUR
es2021vfhlq,29/10/2021,16:08:40,17:08:40,28.5627,-17.8267,11,3.5,mbLg,III-IV,SW VILLA DE MAZO.ILP
es2021vfhnn,29/10/2021,16:10:45,17:10:45,28.5647,-17.8411,14,2.7,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vfhoi,29/10/2021,16:11:42,17:11:42,28.5564,-17.8338,13,3.4,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vfhpq,29/10/2021,16:13:12,17:13:12,28.5562,-17.8266,11,2.6,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vfibj,29/10/2021,16:26:53,17:26:53,28.5619,-17.8319,13,3.6,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL
es2021vfisx,29/10/2021,16:47:20,17:47:20,28.5791,-17.7749,10,2.8,mbLg,,S VILLA DE MAZO.ILP
es2021vfjck,29/10/2021,16:58:23,17:58:23,28.5582,-17.8326,14,3.0,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vfkwc,29/10/2021,17:51:57,18:51:57,28.5594,-17.8371,10,2.8,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vfkyx,29/10/2021,17:54:57,18:54:57,28.5818,-17.8036,11,2.9,mbLg,,SW VILLA DE MAZO.ILP
es2021vflbm,29/10/2021,17:57:58,18:57:58,28.5649,-17.8362,12,3.5,mbLg,IV,NE FUENCALIENTE DE LA PALMA.IL
es2021vflfw,29/10/2021,18:03:05,19:03:05,28.5741,-17.8259,11,2.8,mbLg,IV,SW VILLA DE MAZO.ILP
es2021vflpg,29/10/2021,18:14:01,19:14:01,28.5743,-17.8229,10,2.6,mbLg,,SW VILLA DE MAZO.ILP
es2021vflvt,29/10/2021,18:21:35,19:21:35,28.5620,-17.8450,10,2.6,mbLg,,N FUENCALIENTE DE LA PALMA.ILP
es2021vfmdw,29/10/2021,18:31:04,19:31:04,28.5720,-17.8251,10,2.6,mbLg,,SW VILLA DE MAZO.ILP
es2021vfmso,29/10/2021,18:48:24,19:48:24,28.5606,-17.8361,11,3.1,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vfnqa,29/10/2021,19:15:33,20:15:33,28.5654,-17.8369,11,3.1,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vfnyr,29/10/2021,19:25:36,20:25:36,28.5623,-17.8442,11,3.2,mbLg,II,N FUENCALIENTE DE LA PALMA.ILP
es2021vfohc,29/10/2021,19:35:24,20:35:24,28.5646,-17.8299,10,2.6,mbLg,,SW VILLA DE MAZO.ILP
es2021vfovg,29/10/2021,19:51:56,20:51:56,28.5540,-17.8133,14,2.7,mbLg,,SW VILLA DE MAZO.ILP
es2021vfoxt,29/10/2021,19:54:51,20:54:51,28.5584,-17.8213,13,2.8,mbLg,,SW VILLA DE MAZO.ILP
es2021vfpag,29/10/2021,19:57:44,20:57:44,28.5576,-17.8399,12,2.9,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vfpbi,29/10/2021,19:59:17,20:59:17,28.5585,-17.8323,13,3.1,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vfpqj,29/10/2021,20:16:33,21:16:33,28.5685,-17.8322,11,3.0,mbLg,,SW VILLA DE MAZO.ILP
es2021vfprn,29/10/2021,20:17:47,22:17:47,36.4610,3.8359,,3.8,M(mb),,NW BOUIRA.ARG
es2021vfqda,29/10/2021,20:31:18,21:31:18,28.5761,-17.8376,12,2.8,mbLg,,SW VILLA DE MAZO.ILP
es2021vfqnt,29/10/2021,20:43:47,21:43:47,28.5619,-17.8368,11,2.7,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vfqua,29/10/2021,20:51:07,21:51:07,28.5677,-17.8311,11,3.2,mbLg,,SW VILLA DE MAZO.ILP
es2021vfqzy,29/10/2021,20:58:02,22:58:02,35.5025,-3.7572,4,2.3,mbLg,,ALBORÁN SUR
es2021vfrgu,29/10/2021,21:05:59,22:05:59,28.5567,-17.8353,13,3.0,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vfrmf,29/10/2021,21:12:18,22:12:18,28.5589,-17.8373,13,3.1,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vfrne,29/10/2021,21:14:27,22:14:27,28.5622,-17.8353,11,2.8,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vfrsi,29/10/2021,21:19:27,22:19:27,28.5587,-17.8350,13,3.3,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL
es2021vfrwq,29/10/2021,21:24:27,22:24:27,28.5689,-17.8357,11,3.0,mbLg,,SW VILLA DE MAZO.ILP
es2021vfsbi,29/10/2021,21:29:53,22:29:53,28.5626,-17.8223,11,2.4,mbLg,,SW VILLA DE MAZO.ILP
es2021vfswj,29/10/2021,21:54:27,22:54:27,28.5597,-17.8377,11,3.2,mbLg,III,NE FUENCALIENTE DE LA PALMA.IL
es2021vftcm,29/10/2021,22:01:35,23:01:35,28.5649,-17.8347,11,2.9,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
es2021vftkq,29/10/2021,22:11:04,23:11:04,28.5625,-17.8358,11,2.9,mbLg,,NE FUENCALIENTE DE LA PALMA.IL
